icd_code;disease_type_pl;disease_type_en;icd_disease_details;disease_pl_details;disease_en_details
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.1;Mechaniczne powikłanie innych urządzeń i implantów w układzie moczowym;
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.1;Mechaniczne powikłanie innych urządzeń i implantów w układzie moczowym;
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.1;Mechaniczne powikłanie innych urządzeń i implantów w układzie moczowym;
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.2;Mechaniczne powikłanie przeszczepów w układzie moczowym;Mechanical complication of graft of urinary organ
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.2;Mechaniczne powikłanie przeszczepów w układzie moczowym;
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.3;Mechaniczne powikłanie stosowania antykoncepcyjnej wkładki wewnątrzmacicznej;Mechanical complication of intrauterine contraceptive device
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.3;Mechaniczne powikłanie stosowania antykoncepcyjnej wkładki wewnątrzmacicznej;
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.4;Mechaniczne powikłania innych protez, implantów i przeszczepów w układzie płciowym;Mechanical complication of other prosthetic devices, implants and grafts in genital tract
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.4;Mechaniczne powikłania innych protez, implantów i przeszczepów w układzie płciowym;
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.5;Zakażenie i odczyn zapalny związany z protezą, implantem i przeszczepem w układzie moczowym;Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.6;Zakażenie i odczyn zapalny związany z protezą, implantem i przeszczepem w układzie płciowym;Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.8;Inne powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Other complications of genitourinary prosthetic devices, implants and grafts
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.8;Inne powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;
T83;Powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Complications of genitourinary devices, implants and grafts;T83.9;Nieokreślone powikłania protez, implantów i przeszczepów w układzie moczowo-płciowym;Unspecified complication of genitourinary prosthetic device, implant and graft
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.0;Mechaniczne powikłanie wewnętrznej protezy stawu;Mechanical complication of internal joint prosthesis
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.0;Mechaniczne powikłanie wewnętrznej protezy stawu;
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.1;Mechaniczne powikłanie wewnętrznego stabilizatora kości kończyny;Mechanical complication of internal fixation device of bones of limb
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.1;Mechaniczne powikłanie wewnętrznego stabilizatora kości kończyny;
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.2;Mechaniczne powikłanie wewnętrznego stabilizatora innych kości;Mechanical complication of internal fixation device of other bones
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.2;Mechaniczne powikłanie wewnętrznego stabilizatora innych kości;
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.3;Mechaniczne powikłanie innych urządzeń kostnych, implantów i przeszczepów;Mechanical complication of other bone devices, implants and grafts
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.3;Mechaniczne powikłanie innych urządzeń kostnych, implantów i przeszczepów;
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.3;Mechaniczne powikłanie innych urządzeń kostnych, implantów i przeszczepów;
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.4;Mechaniczne powikłanie innych wewnętrznych urządzeń ortopedycznych, implantów i przeszczepów;Mechanical complication of other internal orthopaedic devices, implants and grafts
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.4;Mechaniczne powikłanie innych wewnętrznych urządzeń ortopedycznych, implantów i przeszczepów;
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.5;Zakażenie i odczyn zapalny związany z wewnętrzną protezą stawu;Infection and inflammatory reaction due to internal joint prosthesis
T84;Powikłania wewnętrznych protez, implantów i przeszczepów ortopedycznych;Complications of internal orthopaedic prosthetic devices, implants and grafts;T84.6;Zakażenie i odczyn zapalny związany z wewnętrznym stabilizatorem [w dowolnej lokalizacji];Infection and inflammatory reaction due to internal fixation device [any site]
